parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_advice_summary_textbox.text,t_advice_summary_mouse.x,t_advice_summary_mouse.y,t_advice_summary_mouse.leftButton,t_advice_summary_mouse.midButton,t_advice_summary_mouse.rightButton,t_advice_summary_mouse.time,t_advice_summary_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4231,,space,3,green_gnome,3,3,bright_forest,red_basket,pink_gnome,3,3,dark_forest,yellow_basket,3,0,0,1,pink_gnome,dark_forest,yellow_basket,793,-3,-1,6,1,49,2,1,0.4486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4217,,space,1,blue_gnome,1,2,dark_forest,yellow_basket,orange_gnome,1,0,bright_forest,red_basket,0,0,0,1,orange_gnome,bright_forest,red_basket,793,-2,2,6,2,50,4,1,0.2827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4554,,space,2,red_gnome,2,4,dark_forest,yellow_basket,yellow_gnome,2,2,bright_forest,red_basket,4,0,0,1,red_gnome,dark_forest,yellow_basket,797,0,2,6,3,51,1,1,0.2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3887,,space,1,orange_gnome,1,2,bright_forest,red_basket,blue_gnome,1,6,dark_forest,yellow_basket,6,0,0,1,blue_gnome,dark_forest,yellow_basket,803,0,0,6,4,52,0,1,0.3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4726,,space,4,purple_gnome,4,6,dark_forest,yellow_basket,brown_gnome,4,2,bright_forest,red_basket,2,0,0,1,brown_gnome,bright_forest,red_basket,805,5,-3,6,5,53,3,1,0.6711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4324,,space,1,blue_gnome,1,3,dark_forest,yellow_basket,orange_gnome,1,7,bright_forest,red_basket,7,0,0,1,orange_gnome,bright_forest,red_basket,812,0,-4,6,6,54,0,1,0.4324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6227,,space,4,purple_gnome,4,1,dark_forest,yellow_basket,brown_gnome,4,7,bright_forest,red_basket,35,0,0,1,brown_gnome,bright_forest,red_basket,847,4,-4,6,7,55,7,1,0.2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8082,,space,2,red_gnome,2,3,dark_forest,yellow_basket,yellow_gnome,2,7,bright_forest,red_basket,7,0,0,1,yellow_gnome,bright_forest,red_basket,854,4,0,7,0,56,1,1,0.7057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6571,,space,4,purple_gnome,4,3,dark_forest,yellow_basket,brown_gnome,4,7,bright_forest,red_basket,35,0,0,1,brown_gnome,bright_forest,red_basket,889,4,-1,7,1,57,7,1,0.5539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4054,,space,2,yellow_gnome,2,7,bright_forest,red_basket,red_gnome,2,2,dark_forest,yellow_basket,2,0,0,1,red_gnome,dark_forest,yellow_basket,891,2,1,7,2,58,1,1,0.3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3055,,space,1,blue_gnome,1,3,dark_forest,yellow_basket,orange_gnome,1,9,bright_forest,red_basket,9,0,0,1,orange_gnome,bright_forest,red_basket,900,-1,-1,7,3,59,0,1,0.2748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4589,,space,1,blue_gnome,1,2,dark_forest,yellow_basket,orange_gnome,1,8,bright_forest,red_basket,2,0,0,1,blue_gnome,dark_forest,yellow_basket,902,-2,-1,7,4,60,0,1,0.3543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3871,,space,4,purple_gnome,4,1,dark_forest,yellow_basket,brown_gnome,4,6,bright_forest,red_basket,6,0,0,1,brown_gnome,bright_forest,red_basket,908,2,0,7,5,61,3,1,0.4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6403,,space,2,yellow_gnome,2,8,bright_forest,red_basket,red_gnome,2,1,dark_forest,yellow_basket,1,0,0,1,red_gnome,dark_forest,yellow_basket,909,4,0,7,6,62,1,1,0.6067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.358,,space,3,green_gnome,3,6,bright_forest,red_basket,pink_gnome,3,1,dark_forest,yellow_basket,1,0,0,1,pink_gnome,dark_forest,yellow_basket,910,-2,3,7,7,63,2,1,0.0213,,space,118.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5694,,space,3,green_gnome,3,4,bright_forest,red_basket,pink_gnome,3,4,dark_forest,yellow_basket,20,0,0,1,pink_gnome,dark_forest,yellow_basket,930,-2,-1,8,0,64,6,1,0.2886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8044,,space,2,yellow_gnome,2,2,bright_forest,red_basket,red_gnome,2,3,dark_forest,yellow_basket,2,0,0,1,yellow_gnome,bright_forest,red_basket,932,5,0,8,1,65,1,1,0.7744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3716,,space,2,yellow_gnome,2,7,bright_forest,red_basket,red_gnome,2,3,dark_forest,yellow_basket,3,0,0,1,red_gnome,dark_forest,yellow_basket,935,-1,-2,8,2,66,1,1,0.4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.0372,,space,1,blue_gnome,1,1,dark_forest,yellow_basket,orange_gnome,1,6,bright_forest,red_basket,6,0,0,1,orange_gnome,bright_forest,red_basket,941,-2,3,8,3,67,0,1,0.5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5551,,space,2,yellow_gnome,2,4,bright_forest,red_basket,red_gnome,2,4,dark_forest,yellow_basket,20,0,0,1,red_gnome,dark_forest,yellow_basket,961,1,2,8,4,68,5,1,0.3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4709,,space,4,purple_gnome,4,6,dark_forest,yellow_basket,brown_gnome,4,5,bright_forest,red_basket,25,0,0,1,brown_gnome,bright_forest,red_basket,986,-2,3,8,5,69,7,1,0.5729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4196,,space,3,green_gnome,3,3,bright_forest,red_basket,pink_gnome,3,9,dark_forest,yellow_basket,9,0,0,1,pink_gnome,dark_forest,yellow_basket,995,1,-1,8,6,70,2,1,0.2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3048,,space,4,purple_gnome,4,8,dark_forest,yellow_basket,brown_gnome,4,4,bright_forest,red_basket,40,0,0,1,purple_gnome,dark_forest,yellow_basket,1035,0,-1,8,7,71,7,1,0.1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5723,,space,3,green_gnome,3,4,bright_forest,red_basket,pink_gnome,3,7,dark_forest,yellow_basket,7,0,0,1,pink_gnome,dark_forest,yellow_basket,1042,1,-3,9,0,72,2,1,0.2709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.0401,,space,4,brown_gnome,4,5,bright_forest,red_basket,purple_gnome,4,4,dark_forest,yellow_basket,25,0,0,1,brown_gnome,bright_forest,red_basket,1067,-1,0,9,1,73,7,1,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212960,001,2024-06-20_19h03.17.953,experiment,2023.2.3,MacIntel,59.88023952,660ea63f6efa52f887394f89,6674306cb0738f9af1686fa9,66746ed08631642fef2d6c88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7376,,space,1,blue_gnome,1,4,dark_forest,yellow_basket,orange_gnome,1,4,bright_forest,red_basket,4,0,0,1,orange_gnome,bright_forest,red_basket,1071,2,3,9,2,74,0,1,0.1452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
