parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,167.544,168.076,k,0.842,,space,0.55,,1,p_orange_gnome,1,4,p_yellow_forest,p_green_basket,p_blue_gnome,1,9,p_green_forest,p_blue_basket,9,0,0,1,p_blue_gnome,p_green_forest,p_blue_basket,49,4,0,8,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,173.661,174.175,k,0.832,,space,1.14,,2,p_pink_gnome,2,4,p_yellow_forest,p_green_basket,p_green_gnome,2,9,p_green_forest,p_blue_basket,9,0,0,1,p_green_gnome,p_green_forest,p_blue_basket,58,4,1,9,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,space,42.963,,222.716,252.811,0.674479167,-0.360677083,1,0,0,30.06,t_advice_finished_typing_rect,space,14.67,,s,1.077,,,4,brown_gnome,4,5,bright_forest,red_basket,yellow_gnome,4,2,dark_forest,yellow_basket,0,0,1,0,brown_gnome,bright_forest,red_basket,0,0,2,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,k,0.816,,space,2,orange_gnome,2,4,dark_forest,yellow_basket,purple_gnome,2,5,bright_forest,red_basket,5,0,0,1,purple_gnome,bright_forest,red_basket,5,-2,-3,0,1,1,1,1,0.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,s,0.761,,space,2,purple_gnome,2,3,bright_forest,red_basket,orange_gnome,2,1,dark_forest,yellow_basket,3,0,0,1,purple_gnome,bright_forest,red_basket,8,0,1,0,2,2,1,1,0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,s,0.855,,space,1,red_gnome,1,2,dark_forest,yellow_basket,pink_gnome,1,3,bright_forest,red_basket,2,0,0,1,red_gnome,dark_forest,yellow_basket,10,-3,-2,0,3,3,0,1,0.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,k,1.195,,space,4,yellow_gnome,4,0,dark_forest,yellow_basket,brown_gnome,4,0,bright_forest,red_basket,0,0,0,1,brown_gnome,bright_forest,red_basket,10,0,2,1,0,4,3,1,0.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,k,1.058,,space,3,blue_gnome,3,0,bright_forest,red_basket,green_gnome,3,2,dark_forest,yellow_basket,2,0,0,1,green_gnome,dark_forest,yellow_basket,12,-3,-1,1,1,5,2,1,0.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,k,0.64,,space,1,pink_gnome,1,3,bright_forest,red_basket,red_gnome,1,1,dark_forest,yellow_basket,1,0,0,1,red_gnome,dark_forest,yellow_basket,13,-3,2,1,2,6,0,1,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,k,1.224,,space,3,green_gnome,3,3,dark_forest,yellow_basket,blue_gnome,3,0,bright_forest,red_basket,0,0,0,1,blue_gnome,bright_forest,red_basket,13,2,-4,1,3,7,2,1,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,s,1.244,,space,2,orange_gnome,2,1,dark_forest,yellow_basket,purple_gnome,2,2,bright_forest,red_basket,1,0,0,1,orange_gnome,dark_forest,yellow_basket,14,3,1,2,0,8,1,1,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,k,0.871,,space,2,purple_gnome,2,5,bright_forest,red_basket,orange_gnome,2,2,dark_forest,yellow_basket,2,0,0,1,orange_gnome,dark_forest,yellow_basket,16,-3,1,2,1,9,1,1,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,k,0.778,,space,1,pink_gnome,1,2,bright_forest,red_basket,red_gnome,1,3,dark_forest,yellow_basket,3,0,0,1,red_gnome,dark_forest,yellow_basket,19,-1,-1,2,2,10,0,1,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,k,1.284,,space,3,blue_gnome,3,1,bright_forest,red_basket,green_gnome,3,2,dark_forest,yellow_basket,2,0,0,1,green_gnome,dark_forest,yellow_basket,21,1,0,2,3,11,2,1,0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,s,1.191,,space,3,green_gnome,3,2,dark_forest,yellow_basket,blue_gnome,3,2,bright_forest,red_basket,2,0,0,1,green_gnome,dark_forest,yellow_basket,23,4,-1,3,0,12,2,1,0.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,s,1.234,,,2,purple_gnome,2,6,bright_forest,red_basket,orange_gnome,2,1,dark_forest,yellow_basket,0,0,1,0,purple_gnome,bright_forest,red_basket,23,0,0,3,1,13,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,k,0.858,,space,4,brown_gnome,4,6,bright_forest,red_basket,yellow_gnome,4,1,dark_forest,yellow_basket,1,0,0,1,yellow_gnome,dark_forest,yellow_basket,24,2,4,3,2,14,3,1,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,s,1.063,,space,1,red_gnome,1,5,dark_forest,yellow_basket,pink_gnome,1,8,bright_forest,red_basket,5,0,0,1,red_gnome,dark_forest,yellow_basket,29,1,0,3,3,15,0,1,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,s,0.652,,space,1,red_gnome,1,5,dark_forest,yellow_basket,pink_gnome,1,9,bright_forest,red_basket,5,0,0,1,red_gnome,dark_forest,yellow_basket,34,-3,3,4,0,16,0,1,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,k,1.228,,space,4,yellow_gnome,4,8,dark_forest,yellow_basket,brown_gnome,4,6,bright_forest,red_basket,6,0,0,1,brown_gnome,bright_forest,red_basket,40,0,0,4,1,17,3,1,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,k,1.029,,space,3,blue_gnome,3,6,bright_forest,red_basket,green_gnome,3,8,dark_forest,yellow_basket,8,0,0,1,green_gnome,dark_forest,yellow_basket,48,0,-6,4,2,18,2,1,0.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,s,1.307,,space,1,pink_gnome,1,6,bright_forest,red_basket,red_gnome,1,2,dark_forest,yellow_basket,6,0,0,1,pink_gnome,bright_forest,red_basket,54,0,1,4,3,19,0,1,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,s,0.863,,space,3,green_gnome,3,3,dark_forest,yellow_basket,blue_gnome,3,6,bright_forest,red_basket,3,0,0,1,green_gnome,dark_forest,yellow_basket,57,-2,-2,5,0,20,2,1,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,k,0.973,,space,2,purple_gnome,2,4,bright_forest,red_basket,orange_gnome,2,1,dark_forest,yellow_basket,1,0,0,1,orange_gnome,dark_forest,yellow_basket,58,3,-2,5,1,21,1,1,0.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,s,0.999,,space,3,blue_gnome,3,7,bright_forest,red_basket,green_gnome,3,1,dark_forest,yellow_basket,7,0,0,1,blue_gnome,bright_forest,red_basket,65,0,2,5,2,22,2,1,1.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,s,1.247,,space,4,brown_gnome,4,7,bright_forest,red_basket,yellow_gnome,4,3,dark_forest,yellow_basket,7,0,0,1,brown_gnome,bright_forest,red_basket,72,3,0,5,3,23,3,1,0.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265318,001,2024-04-30_18h36.16.669,experiment,2023.2.3,Win32,60.0240096,651aba4f4c64d6e7364a5483,6630f6b0d0ff2b1a0cb210e1,66312ac21f549989e9e3807b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,s,0.675,,space,2,purple_gnome,2,8,bright_forest,red_basket,orange_gnome,2,3,dark_forest,yellow_basket,8,0,0,1,purple_gnome,bright_forest,red_basket,80,3,-1,6,0,24,1,1,0.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
