stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_step1_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,162.4764,162.9786,s,0.7203,,space,0.2634,,1,p_orange_gnome,1,7,p_yellow_forest,p_green_basket,p_blue_gnome,1,2,p_green_forest,p_blue_basket,7,1,0,0,1,p_orange_gnome,p_yellow_forest,p_green_basket,133,2,0,8,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,169.0778,169.5782,k,0.8962,,space,0.5298,,1,p_blue_gnome,1,2,p_green_forest,p_blue_basket,p_orange_gnome,1,7,p_yellow_forest,p_green_basket,7,1,0,0,1,p_orange_gnome,p_yellow_forest,p_green_basket,140,2,1,9,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,175.7147,176.2204,k,1.0352,,space,0.7678,,1,p_blue_gnome,1,2,p_green_forest,p_blue_basket,p_orange_gnome,1,7,p_yellow_forest,p_green_basket,35,5,0,0,1,p_orange_gnome,p_yellow_forest,p_green_basket,175,2,2,10,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,182.3523,182.8564,k,0.8173,,space,0.7601,,2,p_pink_gnome,2,2,p_green_forest,p_blue_basket,p_green_gnome,2,7,p_yellow_forest,p_green_basket,7,1,0,0,1,p_green_gnome,p_yellow_forest,p_green_basket,182,2,3,11,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,188.9559,189.471,s,0.9212,,space,0.6296,,1,p_orange_gnome,1,8,p_yellow_forest,p_green_basket,p_blue_gnome,1,3,p_green_forest,p_blue_basket,40,5,0,0,1,p_orange_gnome,p_yellow_forest,p_green_basket,222,3,0,12,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,195.5632,196.0795,s,1.2818,,space,0.6834,,2,p_green_gnome,2,8,p_yellow_forest,p_green_basket,p_pink_gnome,2,3,p_green_forest,p_blue_basket,40,5,0,0,1,p_green_gnome,p_yellow_forest,p_green_basket,262,3,1,13,3,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,202.1441,202.646,k,0.7997,,space,0.6923,,2,p_pink_gnome,2,3,p_green_forest,p_blue_basket,p_green_gnome,2,8,p_yellow_forest,p_green_basket,8,1,0,0,1,p_green_gnome,p_yellow_forest,p_green_basket,270,3,2,14,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,208.7875,209.289,k,0.7634,,space,0.6719,,2,p_pink_gnome,2,3,p_green_forest,p_blue_basket,p_green_gnome,2,8,p_yellow_forest,p_green_basket,8,1,0,0,1,p_green_gnome,p_yellow_forest,p_green_basket,278,3,3,15,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,215.3795,215.8805,k,1.2766,,space,0.5,,1,p_blue_gnome,1,4,p_green_forest,p_blue_basket,p_orange_gnome,1,9,p_yellow_forest,p_green_basket,9,1,0,0,1,p_orange_gnome,p_yellow_forest,p_green_basket,287,4,0,16,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,221.9725,222.4791,k,0.8181,,space,0.4669,,1,p_blue_gnome,1,4,p_green_forest,p_blue_basket,p_orange_gnome,1,9,p_yellow_forest,p_green_basket,45,5,0,0,1,p_orange_gnome,p_yellow_forest,p_green_basket,332,4,1,17,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,228.5687,229.0834,s,0.9897,,space,0.3726,,2,p_green_gnome,2,9,p_yellow_forest,p_green_basket,p_pink_gnome,2,4,p_green_forest,p_blue_basket,45,5,0,0,1,p_green_gnome,p_yellow_forest,p_green_basket,377,4,2,18,3,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,235.1771,235.6787,k,0.7533,,space,0.7048,,1,p_blue_gnome,1,4,p_green_forest,p_blue_basket,p_orange_gnome,1,9,p_yellow_forest,p_green_basket,9,1,0,0,1,p_orange_gnome,p_yellow_forest,p_green_basket,386,4,3,19,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,space,149.4508,,,3,purple_gnome,3,6,dark_forest,yellow_basket,blue_gnome,3,4,bright_forest,red_basket,0,1,0,0,,,,0,2,0,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,s,2,orange_gnome,2,6,bright_forest,red_basket,red_gnome,2,6,dark_forest,yellow_basket,6,0,0,1,orange_gnome,bright_forest,red_basket,6,1,-1,0,1,1,1,1,0.8336,,space,1.0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,k,3,purple_gnome,3,5,dark_forest,yellow_basket,blue_gnome,3,7,bright_forest,red_basket,35,0,0,1,blue_gnome,bright_forest,red_basket,41,0,-2,0,2,2,6,1,1.1297,,space,0.5529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,s,4,yellow_gnome,4,3,dark_forest,yellow_basket,brown_gnome,4,7,bright_forest,red_basket,15,0,0,1,yellow_gnome,dark_forest,yellow_basket,56,-1,-2,0,3,3,7,1,0.765,,space,0.5771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,s,3,blue_gnome,3,6,bright_forest,red_basket,purple_gnome,3,1,dark_forest,yellow_basket,6,0,0,1,blue_gnome,bright_forest,red_basket,62,0,3,0,4,4,2,1,0.7676,,space,1.3649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,s,3,blue_gnome,3,6,bright_forest,red_basket,purple_gnome,3,4,dark_forest,yellow_basket,30,0,0,1,blue_gnome,bright_forest,red_basket,92,4,-1,0,5,5,6,1,0.7349,,space,0.2024,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,k,4,brown_gnome,4,8,bright_forest,red_basket,yellow_gnome,4,3,dark_forest,yellow_basket,3,0,0,1,yellow_gnome,dark_forest,yellow_basket,95,-2,2,0,6,6,3,1,0.6917,,space,0.4185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,green_gnome,1,5,dark_forest,yellow_basket,pink_gnome,1,6,bright_forest,red_basket,0,1,0,0,,dark_forest,yellow_basket,95,6,-1,0,7,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,k,3,purple_gnome,3,4,dark_forest,yellow_basket,blue_gnome,3,6,bright_forest,red_basket,30,0,0,1,blue_gnome,bright_forest,red_basket,125,3,-2,1,0,8,6,1,0.7059,,space,0.3757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,k,4,brown_gnome,4,9,bright_forest,red_basket,yellow_gnome,4,2,dark_forest,yellow_basket,2,0,0,1,yellow_gnome,dark_forest,yellow_basket,127,-2,1,1,1,9,3,1,0.6473,,space,0.3491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,k,1,green_gnome,1,3,dark_forest,yellow_basket,pink_gnome,1,7,bright_forest,red_basket,7,0,0,1,pink_gnome,bright_forest,red_basket,134,-1,0,1,2,10,0,1,1.0514,,space,0.7377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,k,2,red_gnome,2,3,dark_forest,yellow_basket,orange_gnome,2,6,bright_forest,red_basket,6,0,0,1,orange_gnome,bright_forest,red_basket,140,-1,-2,1,3,11,1,1,0.9853,,space,1.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,k,1,green_gnome,1,1,dark_forest,yellow_basket,pink_gnome,1,5,bright_forest,red_basket,25,0,0,1,pink_gnome,bright_forest,red_basket,165,-1,-3,1,4,12,4,1,0.9486,,space,0.9121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,k,3,purple_gnome,3,2,dark_forest,yellow_basket,blue_gnome,3,4,bright_forest,red_basket,4,0,0,1,blue_gnome,bright_forest,red_basket,169,0,1,1,5,13,2,1,0.9859,,space,0.9667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792637,001,2024-05-15_18h47.01.435,experiment,2023.2.3,Win32,60.60606061,63d8073e2f2480e62ba8d4b9,6644d17188cdfdbf31a9366d,6644f311785b4d8bee10db36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,k,1,green_gnome,1,3,dark_forest,yellow_basket,pink_gnome,1,4,bright_forest,red_basket,20,0,0,1,pink_gnome,bright_forest,red_basket,189,-2,5,1,6,14,4,1,0.9219,,space,0.6366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
