"stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","stake_instructions_key.keys","stake_instructions_key.rt","stake_instructions_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_failStep1_keyresp.keys","p_failStep1_keyresp.rt","p_failStep1_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","t_mult","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_mult","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","p_step2_keyresp.rt","p_step2_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_instructions_recording_keyresp.keys","t_instructions_recording_keyresp.rt","t_instructions_recording_keyresp.duration","t_step1_keyresp.keys","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,,,"","",,,,,"",,,"",,,"k",4,"orange_gnome",4,2,"bright_forest","yellow_basket","pink_gnome",4,4,"dark_forest","red_basket",20,0,0,1,"pink_gnome","dark_forest","red_basket",255,-4,-1,5,3,43,7,1,0.8299,8e-04,"space",0.6045,0.0013,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,,,"","",,,,,"",,,"",,,"k",3,"yellow_gnome",3,3,"dark_forest","red_basket","purple_gnome",3,2,"bright_forest","yellow_basket",2,0,0,1,"purple_gnome","bright_forest","yellow_basket",257,-4,3,5,4,44,2,1,0.6929,0.0016,"space",0.7645,0.0012,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,,,"","",,,,,"",,,"",,,"k",1,"red_gnome",1,6,"dark_forest","red_basket","green_gnome",1,2,"bright_forest","yellow_basket",10,0,0,1,"green_gnome","bright_forest","yellow_basket",267,0,-1,5,5,45,4,1,0.6948,0.001,"space",0.7375,0.0012,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"","",,,,,"",,,"",,,"s",2,"brown_gnome",2,2,"bright_forest","yellow_basket","blue_gnome",2,5,"dark_forest","red_basket",2,0,0,1,"brown_gnome","bright_forest","yellow_basket",269,2,-2,5,6,46,1,1,0.7227,0.0011,"space",0.7913,0.0013,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,,,"","",,,,,"",,,"",,,"s",4,"orange_gnome",4,4,"bright_forest","yellow_basket","pink_gnome",4,3,"dark_forest","red_basket",4,0,0,1,"orange_gnome","bright_forest","yellow_basket",273,4,-1,5,7,47,3,1,0.8267,8e-04,"space",0.75,0.0011,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,,,"","",,,,,"",,,"",,,"s",1,"red_gnome",1,2,"dark_forest","red_basket","green_gnome",1,8,"bright_forest","yellow_basket",2,0,0,1,"red_gnome","dark_forest","red_basket",275,3,4,6,0,48,0,1,0.7307,0.0011,"space",0.6197,0.001,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,,,"","",,,,,"",,,"",,,"k",1,"green_gnome",1,7,"bright_forest","yellow_basket","red_gnome",1,6,"dark_forest","red_basket",0,0,1,0,"red_gnome","dark_forest","red_basket",275,-1,1,6,1,49,0,1,0.7227,0.0012,"",,,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"","",,,,,"",,,"",,,"k",2,"blue_gnome",2,7,"dark_forest","red_basket","brown_gnome",2,6,"bright_forest","yellow_basket",0,0,1,0,"brown_gnome","bright_forest","yellow_basket",275,-3,1,6,2,50,1,1,0.7195,0.0013,"",,,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,,,"","",,,,,"",,,"",,,"k",3,"yellow_gnome",3,8,"dark_forest","red_basket","purple_gnome",3,3,"bright_forest","yellow_basket",0,0,1,0,"purple_gnome","bright_forest","yellow_basket",275,1,1,6,3,51,2,1,0.7365,9e-04,"",,,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,,,"","",,,,,"",,,"",,,"k",4,"pink_gnome",4,9,"dark_forest","red_basket","orange_gnome",4,4,"bright_forest","yellow_basket",20,0,0,1,"orange_gnome","bright_forest","yellow_basket",295,0,-1,6,4,52,7,1,0.724,0.0012,"space",0.7576,0.0014,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"","",,,,,"",,,"",,,"k",2,"brown_gnome",2,4,"bright_forest","yellow_basket","blue_gnome",2,8,"dark_forest","red_basket",8,0,0,1,"blue_gnome","dark_forest","red_basket",303,3,1,6,5,53,1,1,0.7298,0.0016,"space",0.6062,0.0012,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,,,"","",,,,,"",,,"",,,"k",3,"yellow_gnome",3,9,"dark_forest","red_basket","purple_gnome",3,7,"bright_forest","yellow_basket",7,0,0,1,"purple_gnome","bright_forest","yellow_basket",310,-2,1,6,6,54,2,1,0.7112,0.0011,"space",0.7519,0.0014,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,,,"","",,,,,"",,,"",,,"k",1,"red_gnome",1,8,"dark_forest","red_basket","green_gnome",1,5,"bright_forest","yellow_basket",25,0,0,1,"green_gnome","bright_forest","yellow_basket",335,2,0,6,7,55,4,1,0.6923,0.0018,"space",0.7416,0.0013,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,,,"","",,,,,"",,,"",,,"k",1,"red_gnome",1,8,"dark_forest","red_basket","green_gnome",1,7,"bright_forest","yellow_basket",35,0,0,1,"green_gnome","bright_forest","yellow_basket",370,-2,1,7,0,56,4,1,0.7163,0.0012,"space",0.8779,0.0013,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,,,"","",,,,,"",,,"",,,"k",4,"orange_gnome",4,5,"bright_forest","yellow_basket","pink_gnome",4,9,"dark_forest","red_basket",9,0,0,1,"pink_gnome","dark_forest","red_basket",379,2,2,7,1,57,3,1,0.7103,0.0013,"space",0.6371,0.0015,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,,,"","",,,,,"",,,"",,,"k",4,"pink_gnome",4,7,"dark_forest","red_basket","orange_gnome",4,7,"bright_forest","yellow_basket",35,0,0,1,"orange_gnome","bright_forest","yellow_basket",414,0,-1,7,2,58,7,1,0.734,0.0011,"space",0.7914,0.0011,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,,,"","",,,,,"",,,"",,,"k",3,"purple_gnome",3,7,"bright_forest","yellow_basket","yellow_gnome",3,6,"dark_forest","red_basket",6,0,0,1,"yellow_gnome","dark_forest","red_basket",420,2,-5,7,3,59,2,1,0.7176,0.0013,"space",0.6155,0.0018,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,,,"","",,,,,"",,,"",,,"k",1,"green_gnome",1,9,"bright_forest","yellow_basket","red_gnome",1,1,"dark_forest","red_basket",1,0,0,1,"red_gnome","dark_forest","red_basket",421,2,-2,7,4,60,0,1,0.7287,0.0013,"space",0.601,0.0013,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"","",,,,,"",,,"",,,"k",2,"blue_gnome",2,1,"dark_forest","red_basket","brown_gnome",2,7,"bright_forest","yellow_basket",7,0,0,1,"brown_gnome","bright_forest","yellow_basket",428,-3,-3,7,5,61,1,1,0.7066,0.0011,"space",0.7849,0.001,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,,,"","",,,,,"",,,"",,,"s",4,"orange_gnome",4,4,"bright_forest","yellow_basket","pink_gnome",4,2,"dark_forest","red_basket",0,0,1,0,"orange_gnome","bright_forest","yellow_basket",428,3,3,7,6,62,3,1,0.8736,0.0018,"",,,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"","",,,,,"",,,"",,,"s",2,"brown_gnome",2,7,"bright_forest","yellow_basket","blue_gnome",2,5,"dark_forest","red_basket",7,0,0,1,"brown_gnome","bright_forest","yellow_basket",435,2,1,7,7,63,1,1,0.8513,0.002,"space",0.9328,0.0018,"space",141.3384,0.0015,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,,,"","",,,,,"",,,"",,,"k",4,"pink_gnome",4,6,"dark_forest","red_basket","orange_gnome",4,9,"bright_forest","yellow_basket",9,0,0,1,"orange_gnome","bright_forest","yellow_basket",444,2,2,8,0,64,3,1,0.7326,0.002,"space",0.7398,9e-04,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,,,"","",,,,,"",,,"",,,"k",3,"purple_gnome",3,7,"bright_forest","yellow_basket","yellow_gnome",3,8,"dark_forest","red_basket",0,0,1,0,"yellow_gnome","dark_forest","red_basket",444,3,-1,8,1,65,6,1,0.8259,0.0011,"",,,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"","",,,,,"",,,"",,,"k",2,"blue_gnome",2,7,"dark_forest","red_basket","brown_gnome",2,8,"bright_forest","yellow_basket",0,0,1,0,"brown_gnome","bright_forest","yellow_basket",444,1,-2,8,2,66,1,1,0.7126,0.0012,"",,,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",445598,1,"2024-10-01_17h14.39.149","experiment","2023.2.3","Win32",3.529827038,"596915ca389a5b000126408b","66fbf9d935dbf9e9cfd29582","66fc1f936b3609d0d7b38db5","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,,,"","",,,,,"",,,"",,,"k",3,"purple_gnome",3,9,"bright_forest","yellow_basket","yellow_gnome",3,5,"dark_forest","red_basket",5,0,0,1,"yellow_gnome","dark_forest","red_basket",449,1,-3,8,3,67,2,1,0.8385,0.0013,"space",0.5972,0.0013,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
